profileID,speciality,fees,opentime,closetime,patient
NO24 7027 7099 068,OASM,$90.07,8:29 AM,7:13 PM,Gabby Renachowski
GL41 0297 9256 6414 34,CVE,$57.15,8:17 AM,9:07 PM,Tillie Spiers
FR27 5518 6432 07MV NWBX RSTQ K03,SHBI,$90.67,9:24 AM,10:11 PM,Gayla Sicely
CH11 9881 0QB9 F4NP I57V R,CREG,$97.42,8:24 AM,7:47 PM,Laverna Looker
AD35 7621 7864 PFE4 C4MW GTWA,AMZN,$78.25,8:02 AM,7:32 PM,Valentino Aldie
GE08 KU19 7385 3721 9229 52,SCCO,$69.77,9:16 AM,9:01 PM,Fred Lecount
GB81 OLKZ 7995 1732 8803 97,OMAA,$58.98,9:39 AM,6:20 PM,Dela Dyter
IE46 RXQS 1909 6144 3192 03,AZRX,$92.28,9:01 AM,8:17 PM,Westleigh Sambath
FR29 4243 7543 46IP WTCQ 6XOX P54,CHSP^A.CL,$32.94,9:41 AM,6:45 PM,Eddi Consterdine
ES32 2053 1108 0073 0398 8151,XRAY,$77.48,9:39 AM,7:37 PM,Teirtza Gallifont
LT43 6275 2674 8871 9840,AXL,$89.03,8:13 AM,7:19 PM,Hodge Long
KW46 NWFC SDCJ IQ5Q QWC2 CFKK CTLT GW,WFC^Q,$99.82,9:05 AM,9:34 PM,Jenelle Brede
FR06 6908 0980 09KA HQHU DUW1 S25,CECO,$76.59,8:11 AM,8:09 PM,Eulalie Jarrelt
LU95 458A QY7Z 06KQ VT7W,SKYW,$54.33,9:08 AM,6:02 PM,Rowney Hariot
HU77 3567 4766 6631 8929 1446 9571,SBRA,$70.48,9:18 AM,10:22 PM,Martie Angus
IL02 2574 2163 1010 5083 877,CMP,$52.25,9:03 AM,8:52 PM,Lynelle Moneti
FR10 3052 5489 30KJ CZGX C4XH P70,JEQ,$78.75,9:20 AM,6:26 PM,Lucius Risborough
HR19 9135 3041 2255 2574 6,ROST,$71.64,8:05 AM,10:21 PM,Brittni Junifer
GI50 YPXX 0VTA GKB6 DIA8 EW2,MBVX,$78.41,8:43 AM,8:38 PM,Winona Enric
BH11 ASVL 0GFQ WA6U ND6E MM,EAI,$44.57,8:52 AM,8:11 PM,Bram Swindley
LU57 3434 RTHQ CX2S 0O5A,AMAG,$77.81,8:45 AM,7:40 PM,Dagny Kevlin
FR89 9030 2284 87JA O7RD Z3XQ 442,MD,$46.55,9:02 AM,10:15 PM,Melinda Fulleylove
VG60 NAZE 7926 9914 2284 8213,HIHO,$31.76,9:34 AM,8:19 PM,Suzette Loukes
SA93 24Y8 XT2Z DROM DANE 9VOS,CNP,$87.59,9:53 AM,8:38 PM,Maryanna Bohlens
ME67 8681 8064 3823 4772 68,HA,$40.96,9:00 AM,8:43 PM,Georgi Lyffe
RO41 WQBQ 6DRQ KZK2 ZMM1 4ITU,GSHTW,$77.52,8:31 AM,9:53 PM,Ainsley Farfolomeev
IT93 P794 8739 7588 29IH JNZV HFG,VEAC,$44.68,8:40 AM,6:28 PM,Joete Pratty
CR22 0527 7083 0456 9988 5,FCX,$68.73,9:16 AM,8:22 PM,Cassy McCoid
FR45 8467 9086 02QZ REOE SAYX U83,MFSF,$85.42,9:55 AM,6:44 PM,Micah St. Hill
BE69 1677 4802 0319,FLWS,$37.82,9:29 AM,9:50 PM,Roland Roache
SA58 423T YHNG ZGYW DWQN MOLZ,VGM,$39.27,8:53 AM,8:00 PM,Ronna Simmig
CH51 3845 7YNG KLTW A2PQ U,MELR,$50.22,8:05 AM,10:40 PM,Taffy Nockolds
BE60 3225 9015 5762,FRO,$76.63,9:48 AM,10:21 PM,Xerxes Spendlove
DO45 IZ4R 4036 1560 5498 4193 4078,RACE,$85.37,8:41 AM,7:25 PM,Suzy Eddowis
FR47 5758 9113 39LC TXGN SIBC E61,GTIM,$64.91,9:32 AM,8:09 PM,Erroll Gothard
VG15 IWON 2548 0708 9153 6539,CDI,$62.37,8:53 AM,9:54 PM,Danell Rieme
FR46 4245 2856 55V6 WTDC OYYC A44,GSUM,$98.09,8:03 AM,8:15 PM,Sheilakathryn Coulling
NO75 5058 6579 561,LGCYP,$54.12,8:02 AM,10:25 PM,Chelsae Trembath
FR65 0672 2644 76QO VAEE VFIZ P72,IMPV,$98.21,9:21 AM,8:46 PM,Ambros MacDermid
LI29 5499 39GU RXKD 7MYU 1,HRMNU,$88.47,8:11 AM,9:48 PM,Sharyl Yurshev
IS31 0477 0493 5354 9673 4502 42,LRCX,$36.77,8:01 AM,6:19 PM,Lisetta Dressel
FR65 6398 8351 53PY X7FX O20M K25,DBVT,$90.83,8:00 AM,10:28 PM,Myrta Eady
LV43 FXPJ OFYW EZ9J II7M X,PCMI,$37.87,9:39 AM,10:36 PM,Rosita Giabuzzi
MK60 983T MNPJ 9E3Z C09,TGTX,$80.45,9:10 AM,9:42 PM,Krispin Sharer
MD81 DCFJ WJXA YTU7 3PQX QA7E,AMZN,$54.90,9:28 AM,7:56 PM,Fabiano Yakobovicz
RO52 YKEG RVLW GHAG ZNZS LXMW,CATY,$70.61,9:08 AM,10:18 PM,Susie Powles
FR69 7654 0495 06TY BCW5 SFOJ F60,MDLQ,$52.06,9:48 AM,10:51 PM,Eleanor Buckler
IL06 0438 2252 5771 0615 798,AFMD,$33.62,8:10 AM,10:38 PM,Bartolomeo Fronks
PK63 SDRG POBB O7BE 1QUG EJC5,COVS,$86.12,8:15 AM,8:11 PM,Frannie Jeanequin
LV18 ITXY 2RT5 L11D TOJ9 I,TSLX,$70.02,8:19 AM,6:13 PM,Morlee Hulmes
FR16 3534 3067 62AE OPY3 SWPT A39,MGNX,$95.31,8:02 AM,8:56 PM,Sigismondo Auchinleck
IT23 X262 9655 954F XIMW PZ0C TDY,BH,$68.75,8:01 AM,6:26 PM,Teddy Trobey
GL74 7272 6153 9563 10,AHT^D,$95.12,9:03 AM,8:44 PM,Karola Brombell
IS27 7986 5175 6571 8139 4940 91,WPC,$86.67,9:10 AM,9:19 PM,Hillary Bordman
FR95 7834 7388 15J7 UIVW GMCH Y46,AN,$44.20,8:39 AM,10:09 PM,Cory Zecchii
LI04 6928 12WW HUQQ HJKN Q,CFI,$84.96,8:53 AM,10:21 PM,Iris Beurich
LU76 561D WR2I 9LES ZPPH,NAZ,$84.06,9:31 AM,7:36 PM,See Stailey
FR87 0673 6186 25G2 ULEO 5NEP L38,NX,$52.57,9:43 AM,6:54 PM,Shalna Plewman
CY39 2915 0415 YMKK WIB3 8I3E VDWO,SIMO,$67.87,8:50 AM,9:30 PM,Maryellen Thoms
MU71 GOJE 6176 9987 1897 3104 884M WN,KFY,$89.83,8:04 AM,8:00 PM,Dehlia Timby
DE16 6933 8021 3397 8950 36,KRO,$78.05,8:27 AM,9:21 PM,Alena Pawlett
FO92 3069 5649 6578 52,MERC,$93.27,8:29 AM,9:59 PM,Thadeus Kuhnhardt
CZ92 8053 4219 5756 7012 4211,RMBS,$99.76,9:27 AM,7:58 PM,Lani Haggar
FR17 4773 3577 75U4 JZ2F EEQP 632,GPRK,$63.57,8:43 AM,8:03 PM,Garek Keig
FR26 5237 2710 32RE LA3S 4MHR J44,BSQR,$95.44,9:18 AM,9:29 PM,Aline Bonny
RS82 8285 0438 4439 0391 47,ICUI,$75.47,9:05 AM,9:15 PM,Rachel Perry
SE67 4446 3519 7151 1538 6436,WYIGW,$80.51,8:44 AM,10:48 PM,Vasilis Hesey
MT47 CHOB 2173 7GYO LK7S 1QOI 8M2L 7IN,PF,$86.91,8:19 AM,6:05 PM,Hershel Tooth
AE85 6314 2203 9874 1754 037,RM,$39.55,9:11 AM,9:27 PM,Amata Erratt
KW39 ZLCL TNWB CRKU 9SAY EVVK I44V U5,PBSK,$99.62,8:08 AM,8:17 PM,Franzen Primrose
FR72 9658 8648 295E XIMY 9A5O E94,CART,$88.00,8:35 AM,9:27 PM,Lon Matches
GL49 2775 7141 5967 61,CID,$71.06,9:41 AM,6:49 PM,Zara Boutflour
CY73 5118 6044 05EH 0NWD X0NR OX0T,INSM,$60.05,9:00 AM,6:43 PM,Hanny Baudesson
TR21 8642 3UCF NXKF RB6S EYPG 1S,BC,$90.75,9:12 AM,10:11 PM,Sheri Denver
PK83 ZNEK 6DXL LQ7M YWW9 ZGYF,JAZZ,$95.32,8:47 AM,9:22 PM,Missie McClements
AD97 8020 1175 FYWC IF6X 0XI6,WEC,$46.22,8:41 AM,10:49 PM,Nanete Florio
AZ85 BOQU L1ER P18E PKAD 3PAO MAFF,FOMX,$45.66,8:35 AM,10:14 PM,Gigi McCready
CY13 9084 2629 TFKU AO5N PH5P YTNK,SOHO,$48.88,9:44 AM,8:02 PM,Konstanze Brookbank
MT93 WWJM 0858 9EMP MAQS 440J 6FFP 3UF,TFX,$79.48,9:18 AM,8:40 PM,Cinnamon Audley
FR16 7632 2053 38IP RYQ6 7GKV V35,KODK,$55.81,9:36 AM,9:42 PM,Tanya Humbles
AD45 0832 9822 4Z8C LAL7 NKJC,DYSL,$84.34,8:29 AM,10:52 PM,Marley Fust
MK11 914L PBNZ 6KR2 J02,VSAR,$96.76,9:23 AM,7:17 PM,Darbee Dumblton
MD18 BDB2 1WUL GRGO ZNHU FPIC,MIC,$89.44,9:28 AM,6:32 PM,Adan Esherwood
GR76 0021 420V QMNE AIOM ZJEW JQT,NUE,$91.18,9:25 AM,7:26 PM,Osmond Haydon
NL58 WVDX 1410 4284 57,ABBV,$79.96,9:17 AM,8:07 PM,Grete McAllister
BA18 3284 4755 1537 2798,YHOO,$67.11,8:29 AM,8:21 PM,Leonora Youdell
DE86 4082 8369 9246 3601 69,TESO,$88.28,9:13 AM,7:55 PM,Garvey Tofts
CH03 0222 3ICK 4LED VNBY G,BSMX,$70.11,8:08 AM,7:33 PM,Raynard Klement
FR38 2424 5963 911X EFJD QNRO 681,NHTC,$74.20,9:09 AM,6:39 PM,Karola Camellini
CZ18 5427 6591 8306 3758 0434,PPT,$89.08,9:11 AM,7:18 PM,Shanta Marnes
FR46 5134 1172 89VZ JJJM 3R3N G59,TOWN,$59.09,9:20 AM,7:24 PM,Avrit Hobble
NL30 OWEY 6891 7239 29,HOLX,$31.95,8:57 AM,9:39 PM,Melli Friedlos
GB77 TGFM 4951 3789 4593 19,FATE,$66.77,8:56 AM,6:26 PM,Alvira Scarlet
MK72 412J ISMR 6ETO C75,VRTS,$77.06,9:41 AM,8:00 PM,Tomaso Solomonides
FR62 5749 4056 55SA K4MR 0WIF O84,PNW,$63.07,9:25 AM,10:48 PM,Hanna Bradford
HR76 3968 1556 2758 1713 8,JEQ,$79.10,8:28 AM,9:20 PM,Thorny Allitt
DE03 9225 6802 2064 7091 75,ARNC^B,$66.90,8:54 AM,10:41 PM,Laraine Serridge
FR93 7942 0936 43HH I8LY CVIT P44,NTG,$34.46,9:54 AM,8:30 PM,Pegeen Pooke
BA15 4411 6347 7276 4228,MOGLC,$30.27,9:34 AM,6:50 PM,Gabbie Haffenden
DE74 7892 4001 1538 1961 92,ATHM,$97.25,8:52 AM,10:57 PM,Jacquenetta Stretton
FO13 2771 5728 0089 42,OVLY,$41.41,8:23 AM,6:44 PM,Barbara-anne Borgnol
AZ61 QODQ UKPX 9D8D IWOL 6EHI JLON,ACXM,$57.98,9:22 AM,6:38 PM,Trisha Hitschke
MR04 0915 7006 2511 9265 1002 446,JEQ,$96.91,8:48 AM,6:17 PM,Kendra Jurick
FR79 8823 6433 917F ZRPF VPHP 457,GDL,$46.30,9:28 AM,6:35 PM,Flory MacCardle
LB88 8046 GRER WI1Z X5LR OUPV ETJV,NHLDW,$53.58,8:12 AM,8:51 PM,Thorstein Duprey
SI94 1600 2670 9823 435,MUE,$39.95,8:15 AM,9:37 PM,Mohandas Arderne
BA87 6406 7961 2621 2620,KYE,$40.51,8:29 AM,10:26 PM,Noella McGuffog
NL65 FBYB 3368 5633 62,SNPS,$35.72,8:00 AM,6:42 PM,Josiah Dumbrill
RO52 LKVF U0GV 9DXF 56NF SRIZ,RSO^B,$52.21,8:25 AM,6:37 PM,Lorrie Smallpeace
SE89 9533 1759 2899 8303 7659,CGG,$34.51,8:15 AM,10:07 PM,Krystalle Blick
SI61 0079 1769 1849 013,ROYT,$80.14,8:27 AM,10:55 PM,Derk Tomney
CY87 5384 5804 JP8A NLYO IUBO 0MT3,SNY,$87.66,8:35 AM,6:07 PM,Diana Fann
FR17 9189 7693 773F LMRX MJSC 391,HOME,$36.79,9:03 AM,10:19 PM,Tanhya Wardall
FR18 7054 5274 85XK MXEP EXAV U59,ENBL,$37.67,9:09 AM,9:35 PM,Nickolai Rossander
CR10 4526 3474 2917 7674 4,FARM,$54.71,9:42 AM,10:33 PM,Winnah Comoletti
SK83 6065 6198 4955 4240 7407,NATI,$38.70,8:15 AM,7:45 PM,Joell Pusill
RS77 7256 9657 1294 6077 18,NOVT,$77.63,9:55 AM,6:14 PM,Corrinne Westgate
MR19 9956 8757 2735 1431 0704 736,WIA,$83.10,8:51 AM,7:15 PM,Abraham Litzmann
BR71 5191 8465 0745 6395 2523 252H N,SWIR,$61.55,8:02 AM,6:11 PM,Padraig Gunning
MT50 YLFM 3282 6V4V KPEV K76P KBXB 7NG,ASH,$40.41,9:01 AM,7:22 PM,Benedicta Nise
LI25 4288 9NQL Q7WX FQE0 S,BVXVW,$56.61,9:10 AM,6:33 PM,Leelah Harbottle
FI18 9689 8152 5180 98,RNR^C,$92.92,9:23 AM,8:36 PM,Wallace Coole
SM19 O807 1150 792F YFEC P7W4 DTI,CPTA,$50.46,9:15 AM,8:45 PM,Bradley Denney
MK29 702H UQSO H1FA Q75,INBK,$97.97,9:38 AM,9:20 PM,Meris Hammelberg
IE07 FUML 1959 7668 4923 42,CIDM,$64.92,9:11 AM,9:04 PM,Baudoin Bondley
FR79 4114 3145 64BC XK1Z UFIR X08,TPIV,$49.84,8:50 AM,10:50 PM,Yancey MacAloren
MC74 7189 1637 71IN TCK8 707G E30,FTXR,$97.86,9:22 AM,8:21 PM,Regina Clackers
FR44 6503 4041 871A OCPJ KFA1 392,ATXI,$51.25,8:54 AM,8:21 PM,Antonietta Pinare
AZ52 QRLW ZO0O L0FE 4QND GGMA QFPG,FNLC,$79.72,8:53 AM,7:01 PM,Moritz Soans
KZ18 349Y 4SSH 92XG EYSX,NBHC,$95.81,9:27 AM,8:08 PM,Marget Glanders
DE61 9509 9867 1671 7084 14,MCS,$79.49,9:01 AM,10:22 PM,Kaye Domesday
FR56 1703 6192 74PC GIMT TLOS B83,MLNK,$70.02,8:33 AM,8:40 PM,Paolina Cork
MK48 967D CODL SSFO Z10,MER^P,$89.13,8:41 AM,9:27 PM,Jan Andrieu
MU48 ZDVV 1469 1024 9317 3346 025J PC,CMLS,$60.68,8:55 AM,6:57 PM,Fin Blackford
FR95 4570 3280 68KD 9M3B AAJX H99,LMOS,$39.89,9:38 AM,8:14 PM,Tamara Serrurier
IL65 3335 6954 0569 1188 923,LBTYK,$32.40,9:45 AM,8:44 PM,Fannie Cattel
MR41 3383 4740 4735 9216 6964 317,SRET,$73.62,9:52 AM,9:48 PM,Duncan Bonelle
PL71 3228 2905 3031 4300 9757 1655,FLOW,$91.60,9:38 AM,10:03 PM,Nesta Avraam
MK60 979F YITX VDQV F89,AMSF,$32.45,9:15 AM,8:53 PM,Jackie Mearns
BR56 1158 2220 2447 1145 0890 564O G,SILC,$58.58,9:30 AM,8:24 PM,Luisa Beckley
FR74 2583 6436 33QR B5IK TRNF I96,PCSB,$76.08,9:33 AM,7:20 PM,Adan Sture
LV52 UQVT 4KVQ I2SP TZHR X,FLGT,$51.13,9:51 AM,9:25 PM,Margalo Sunnex
HR68 5014 9628 0370 7728 2,ARDC,$75.72,8:06 AM,8:18 PM,Rosaleen Beardshaw
LB16 4671 GUYI UVJK HNIB PHQX GAFR,PZRX,$72.81,8:36 AM,9:43 PM,Babb Klimschak
GI65 UGXS EJDM IU6F CMXV VQW,ETH,$81.56,8:55 AM,10:00 PM,Katlin Pratley
FR83 1356 5720 23VW SURW ELLB 284,TRNO,$79.01,9:34 AM,9:26 PM,Pierre Jilliss
ES97 3954 3984 6030 3944 1650,CUDA,$88.64,8:51 AM,10:03 PM,Martin Voaden
PT43 3685 2051 9010 8280 4703 7,SRV,$41.44,8:43 AM,9:20 PM,Randolf Gateland
FR06 2025 8485 25PV 3IXR UF51 M07,TWOU,$62.13,9:54 AM,8:53 PM,Kerianne Loughran
FO85 5516 6247 8668 61,TEAR,$41.63,9:00 AM,10:14 PM,Lynea Hamsson
HR07 5778 0609 4697 7192 1,G,$88.01,9:34 AM,9:14 PM,Emalee Hennemann
KZ73 417D 20XD 8QSS 4GTC,CHKR,$75.36,8:41 AM,10:57 PM,Issy Fackrell
ME06 3182 8727 8372 6345 82,ATOM,$69.73,9:26 AM,8:09 PM,Clerkclaude Seckington
FR15 1021 0586 95QE 3RWF DCPG O44,ZTR,$50.07,9:16 AM,7:57 PM,Marla Brugger
RO28 MNBY 0ZHF YCH3 7HXO XEBT,JMU,$56.96,8:59 AM,7:38 PM,Bendite Blowers
HR71 9192 6470 8469 7968 3,POR,$82.71,9:32 AM,7:07 PM,Dilan Allardyce
MU75 MJAS 2215 8618 6471 2220 171Z PR,PJC,$73.07,9:28 AM,6:53 PM,Abbie Tower
HR45 7264 6634 8569 1456 7,MFT,$58.09,8:02 AM,9:58 PM,Goober Parmenter
DE03 0676 9019 9485 2535 21,CIO^A,$67.21,9:31 AM,7:02 PM,Willa Rosenstock
MR31 9992 4397 1695 4315 1709 668,VTWO,$49.12,9:54 AM,8:02 PM,Quintana Burnham
CZ65 9307 9668 0100 3616 8466,CHRS,$93.12,9:49 AM,10:42 PM,Mart Stile
FR07 9225 6339 09UB O1V8 RVNS V71,OIIM,$49.28,8:21 AM,8:08 PM,Marianna Whardley
AZ26 TYBM J3KV 9PM1 DUQV 0PAA 9U1D,MDIV,$69.68,8:42 AM,8:35 PM,Jodie Lead
PK78 NLDH F07S BCL8 17KT S4TP,AMRB,$41.48,9:06 AM,9:28 PM,Wileen Laurenson
MD63 PZPG HMDI JJFC FLAJ FOGI,PRAH,$41.92,9:02 AM,10:01 PM,Patrice Ovenden
CH10 4210 5LVZ BHPD NYON H,BIOL,$91.12,8:26 AM,6:27 PM,Camila Canacott
LV65 CWDQ 7SLM ZTZL CJEX E,MPVD,$95.18,9:34 AM,7:21 PM,Carol-jean Joubert
SA45 63UP F9HU LTA1 Q8I7 UV4F,HYLS,$85.90,8:04 AM,6:13 PM,Terese Austing
BA47 1109 9070 9366 2808,ISD,$71.61,8:13 AM,9:48 PM,Minta Chancellor
NO69 7316 3337 623,FRP,$64.07,8:02 AM,10:17 PM,Marcelo Bakhrushin
TR22 7138 1MN9 9PTF JUKM 67HQ SX,GMS,$59.05,9:45 AM,8:12 PM,Katha Benediktsson
AZ42 SPOS QXTM RKJX BJPM RIZH MNCJ,VTTI,$36.89,9:09 AM,10:53 PM,Anders Sorensen
MD94 VVVA HPKV 5BHG EYJO BCPM,FINX,$69.38,8:16 AM,7:36 PM,Shaina Blais
CZ42 8321 8089 7935 7411 4263,USATP,$94.51,9:12 AM,8:38 PM,Daria Brognot
HU50 2046 1464 4545 0514 9318 6085,LGCY,$93.61,9:10 AM,7:55 PM,Friederike Deverille
IL93 3675 9627 7700 6810 375,PCN,$52.17,8:37 AM,8:19 PM,Balduin Vannet
LT97 6311 1971 8717 0601,APPS,$63.25,9:10 AM,8:36 PM,Allis Pearman
LV23 NUKR 9DYP 8AIU LJOC I,CHDN,$71.84,9:18 AM,8:39 PM,Sissie Nottingham
PL84 5644 0259 1153 3484 5014 6227,MTOR,$39.65,8:06 AM,10:39 PM,Miller Filipson
FR16 2014 4147 64YR RM9H 625X M80,CUK,$65.52,8:07 AM,9:55 PM,Sheeree Sandercock
FI55 6881 9759 0822 09,FSCFL,$95.57,8:57 AM,8:00 PM,Shea Murkus
AT67 9422 2810 1274 2571,BNED,$56.40,9:01 AM,7:35 PM,Atlante Littrell
RS58 5347 3992 2393 2247 02,PXLW,$60.28,8:32 AM,10:14 PM,Sigmund Saylor
KW73 ERLJ GXFF ZTGX M7AY TQ85 MMB6 AW,KTF,$47.93,9:38 AM,7:21 PM,Hedvig Louiset
MC58 3765 1291 21NQ KEHA ZLFA J78,NFBK,$46.27,9:38 AM,8:37 PM,Glennie Jacobbe
MT89 MFLK 7513 1HOP XJIV 819W XA9S 7BN,CB,$33.48,9:54 AM,7:44 PM,Hope Greenacre
DE64 7674 5657 9418 0300 34,TX,$75.37,9:36 AM,6:38 PM,Russ Acuna
MR50 5021 5140 4707 4961 6710 657,MOH,$48.01,8:09 AM,8:48 PM,Austin Belcham
FR96 8104 8018 074S ESDR QSR1 Z02,BID,$42.81,9:08 AM,7:07 PM,Babbette Ellesworth
AD21 9852 1524 HESJ BUHV SNCQ,CTBI,$83.51,9:39 AM,10:26 PM,Silvana Easterby
LI28 6811 4LWV XSLU 5QLK X,PSA^V,$90.67,9:14 AM,8:29 PM,Faythe Bickerstaff
FR05 1072 6401 626G BS6G 7DOQ C04,MNST,$35.90,9:48 AM,10:56 PM,Alfred Obern
RO93 JMZU BZE8 ARMB OKAW IGV8,AGD,$69.86,9:24 AM,8:35 PM,Emmott Malcolmson
LU38 173W SNFW OHTP 9XNG,PPSI,$87.49,9:07 AM,7:36 PM,Sanders Anderl
FR84 5459 1600 527B KBUU HPOI O60,PTIE,$44.63,9:02 AM,9:58 PM,Michelle Flatman
BH60 LVWH FIVS JZPH PP0I WZ,PZC,$94.84,8:27 AM,7:07 PM,Sayer Lishmund
FR95 2044 4839 16B5 XQFX JQKC O77,RNVA,$99.93,9:54 AM,6:34 PM,Bethanne Leneve
FR73 8295 5917 82YL UQXF Q5OH W05,RAS^C,$74.46,9:21 AM,8:39 PM,Paulita Taillard
FR94 1796 8053 19KX NXAA ZQQJ Y26,CYTXW,$96.27,9:42 AM,6:42 PM,Bank Housaman
VG07 UQZO 5180 9873 9182 0674,IHG,$91.28,8:09 AM,8:51 PM,Deborah Jerrams
FR04 5501 2255 99NG GXCH E1AN L56,FEM,$52.46,8:57 AM,7:09 PM,Alvy Davidovic
GI32 KILU XXHW MYGQ GP9J FFL,MINDP,$51.53,8:05 AM,10:18 PM,Wynn Burgwin
KW50 ZIUP MOAP 73WH T3Z6 8QZF 1CVE MW,HSBC,$62.97,8:53 AM,6:40 PM,Joshia Hugk
AZ51 RHTU V0LX XFAF FAEL 5W4K TLUL,QUIK,$70.34,9:31 AM,8:01 PM,Dalt Sidwick
HU13 5728 5684 7568 3013 6108 3791,RATE,$53.34,8:01 AM,8:12 PM,Mitch Ablitt
AZ77 TIME V6XF 4F4T G1IO CXW1 VR2N,JMF,$68.35,9:41 AM,8:24 PM,Rice Neno
FR59 3450 1986 90BZ GQCD O4W4 X80,PBBI,$55.74,9:39 AM,8:48 PM,Anders Childs
VG33 HIGU 1502 3189 7564 3354,AGEN,$61.96,9:48 AM,7:37 PM,Hedvige Hamlyn
ES45 6751 2746 6614 2696 0500,FPH,$55.83,9:40 AM,9:53 PM,Agnella Serchwell
DK05 3835 7486 3427 41,TYG,$60.51,8:46 AM,7:59 PM,Grissel Bittlestone
EE60 2559 9248 7045 8884,TVE,$45.85,9:17 AM,10:54 PM,Feodora Heaney
LB90 1755 W9F0 EPT2 6ODF SQUR YKQT,FPL,$97.06,9:29 AM,6:52 PM,Lolita Gerger
CZ58 7814 3524 2394 3314 8079,FRC^D,$33.46,8:08 AM,9:39 PM,Marquita Dowyer
VG08 LSBH 6602 4368 9435 1995,ELECU,$40.93,8:19 AM,6:19 PM,Linnie Quoit
FR47 5927 5736 85TO QFOC AX5U Y39,ESGE,$46.90,8:48 AM,7:33 PM,Dallon Firbank
PS26 IZCX INNB 8PS8 CNC9 WEVH E0OF E,ABUS,$88.58,8:01 AM,9:31 PM,Forester Molian
LI68 1052 2CWS JA2J EYTO 7,STT^E,$74.81,9:23 AM,6:19 PM,Kathy Worthy
IE89 PZDF 4497 6548 5766 71,ABDC,$39.07,8:58 AM,6:19 PM,Halli Manuello
CY81 1939 0564 9W34 VEPB MWKX LS9Q,ELECW,$89.77,8:17 AM,7:47 PM,Ted Jojic
PT84 7275 1787 1889 9219 0761 7,CPTA,$56.12,9:40 AM,8:45 PM,Merrel Vallerine
CR32 8749 1214 8519 7793 8,AXR,$69.73,9:19 AM,8:46 PM,Allistir Ainsworth
FR92 1260 4050 300R 9SKR 9O3Z M64,CBL^E,$99.61,8:01 AM,7:55 PM,Berne Spring
GR10 2336 499R Q28Q RUIR ASCN HRL,JASN,$71.22,9:11 AM,9:24 PM,Teddie Purchase
PT13 7840 2466 2076 5916 3952 3,NBHC,$55.94,9:15 AM,10:13 PM,Emilie Gwinnel
FR71 3913 1247 07WX QFCP TJZO 572,NYMT,$59.44,9:06 AM,8:10 PM,Roth Tezure
IL36 0542 3873 4811 4066 747,TWMC,$99.37,8:45 AM,9:00 PM,Nerte Reubbens
AE86 4320 8308 0162 0181 432,PSTB,$45.81,8:13 AM,6:46 PM,Cecile Phifer
LB60 1149 XJUO 9JUQ FMKG LY38 LLR5,CLA.CL,$79.23,9:22 AM,7:04 PM,Lothaire Lednor
LI60 4902 48EK CKQB ODPQ F,NTRP,$49.59,9:55 AM,8:22 PM,Sena Jaume
RO49 PBEQ 71GR HDRA 6LBK 1I3C,KED,$74.16,8:23 AM,9:20 PM,Benton Durrand
IS63 3416 5464 5334 7364 0774 86,IZEA,$58.73,9:00 AM,6:42 PM,Corri Jewitt
VG93 NQSZ 1572 9888 0653 1436,COP,$51.36,8:09 AM,10:33 PM,Zorina Hallyburton
FR11 9988 5155 27DL SGFI 5M5K J79,UEIC,$34.73,8:28 AM,9:17 PM,Alwyn Giovanizio
FR74 9569 1204 997G YFFC EHGF L14,NCMI,$37.53,9:56 AM,8:05 PM,Tami Reape
TR04 6324 6IY3 UYAK WHNY PLNP 1Z,KOOL,$57.48,9:41 AM,6:27 PM,Erda Balnave
PL24 5951 9075 7967 3956 9121 6183,RYAM^A,$56.63,9:13 AM,6:23 PM,Brina MacKimmie
AE42 0263 7751 9558 4707 081,SNDE,$53.86,8:55 AM,9:26 PM,Abie Millwater
BE49 3204 0995 0689,KMPR,$35.44,9:55 AM,8:37 PM,Babara Grigs
GE37 PT06 1417 3370 2120 62,NR,$82.26,8:33 AM,10:34 PM,Clemence Phelp
GB91 AOIP 5711 5681 8094 16,HSC,$39.05,8:27 AM,9:53 PM,Marcellina Hiscoe
RS19 0240 1979 0188 7289 37,WRK,$68.11,9:39 AM,7:45 PM,Virgil Dimitriou
IE03 HJZZ 3947 9742 7010 69,JE^A,$48.85,8:23 AM,6:49 PM,Galen Churn
PK69 LJYI L8KU H3AP PLHK GEWB,PIO,$90.31,8:16 AM,10:54 PM,Cleon Cumesky
BR06 1723 1665 8904 3617 9422 784Q O,HCSG,$36.84,8:03 AM,6:23 PM,Kassey Normanville
FR68 3025 4041 85BU ULRO HS9J R04,SCHN,$69.27,9:23 AM,10:23 PM,Hamish Chaplain
FR32 3003 1815 37PE PMOH JPTV W72,CHT,$60.28,8:32 AM,7:27 PM,Jacqueline Sparshott
GR98 6348 835G JTGY CYKV DUFX UPJ,CLF,$77.50,9:32 AM,9:53 PM,Rowan Fremantle
HR51 8337 4872 5526 3018 1,BMRN,$83.51,9:55 AM,9:48 PM,Alvy Collibear
BH63 IEGH Q3PL AJGE S2C0 RO,AGFS,$87.54,8:12 AM,10:58 PM,Daryl Birchett
FR66 3325 8000 16B4 9TVE HCSP S74,KTH,$49.45,8:42 AM,7:41 PM,Claribel Wadforth
FO41 2563 3505 9951 07,PRIM,$68.65,8:16 AM,9:02 PM,Tony Mingey
BG89 DDRL 1460 04WG RQAH IX,ABEOW,$93.38,9:23 AM,7:18 PM,Fraze Jayes
